6561781	ugdt	10-Year Loyalty Banner Frame
6704529	ucdt	コンカッショングレネード
6987405	ucdt	リロードスピード 3
7092567	ugdt	TX4 Tyrant
7180888	ugdt	MACS Armor Decal
7199127	ucdt	武器の最大弾薬容量を14発増加させます。
7376076	ucdt	Hossin リベレーション
7396785	ucdt	あなたが<font color="#7FF4FF">経験値</font>を稼ぐと<font color="#E88127">サートポイント</font>を獲得します
7511375	ugdt	FOG Vehicle Decal
7597971	ugdt	M20-W Appaloosa
7734604	ucdt	VEHICLE TEST ITEM: Reuse as needed.
7782577	ugdt	Cadet 1 Decal
7872131	ucdt	PAYLOAD
7970252	ucdt	Title awarded for participating in the January 2015 world record smashing event.
7978361	ucdt	<font color="#00FFAA">FL-34:</font> Hey there, slick. So, you're helping Coordinator Dustypants with his little Oshur expedition? That's great news for us both because it's an opportunity for fun and profit! Mostly fun for you and profit for me, but it is what it is.
8005190	ucdt	Reaver Decal
8045133	ucdt	フラググレネードと一般的な爆発によるダメージを50%減少させます。
8059506	ucdt	VS Phaseshift VX-S + Cert
8074851	ucdt	あなたの車両にIndar Scrub camoの迷彩を適用します。この迷彩はすべての帝国で使用可能。
8103574	ucdt	近接攻撃で敵を殺すと、HPが200回復します。この効果はクイックメレーアタックでは発生しません。
8140065	ugdt	Bamboo Camo
8326486	ucdt	AF-18 Stalker AE: 銀メダル
8432929	ucdt	Substation Coral
8514859	ucdt	NS-11Aは、ほぼすべての状況に対応できるカスタマイズ可能な武器システムとして設計されています。この亜種バージョンは、ブラック仕上げの上に高級な炎が特徴です。このNS製武器はすべての帝国で使用可能。
8580020	ugdt	Prowler Horn of Liberty
8606739	ucdt	Antares LC: オーラクシアムメダル
8657503	ucdt	Learn about the Terran Republic's quest for order.
8698698	ucdt	<font color="#00FFAA">Field Officer Knightly</font> Esamirのバイオラボが壊され、全ての植物が枯れないうちに研究者に届けるのは悪夢のような供給作業でした。
8801686	ucdt	インフィニットルーターが敵の爆発物を見つけ、その情報を近くの友軍の兵士と共有することができます。
8804133	ugdt	Daum Title 5
8834800	ucdt	ブラボー分隊用ウェイポイント
8936270	ucdt	ヴァルキリーの武器や装飾品をセット割引価格でゲットしよう!
8999486	ucdt	Eliminate the enemies around the control point!
9003593	ucdt	レーザーサイトは、武器の腰だめ精度を33%向上させます。
9171317	ucdt	[%s]を押し続けてドアロックをハック
9175067	ucdt	ライトアサルト: 250人の敵兵士をキル
9206774	ucdt	Ammunition Package: 金メダル
9232416	ucdt	Spawn a Colossus Tank from the terminal.
9414314	ucdt	Considerate
9558623	ucdt	車両ガンナーで移動する(メートル)。
9566403	ugdt	Esamir Hearts Armor Camo
9585646	ucdt	The weapon's muzzle flash and noise generation is reduced, and the player no longer appears on the minimap when firing. In exchange, the weapon's damage falls off 20 meters sooner, and bullet velocity is reduced by 15%.
9740375	ucdt	Blackshard Iridium Mine
9748355	ucdt	Specialize your player-made bases by using a variety of tactical modules. Unlocks construction schematics that create shields, repair, sound the alarm, and more.
9788928	ucdt	敵の車両が[*facility*]に向かって[*warpgate*]から出発します。
9827891	ucdt	EREOF
9857909	ucdt	アモキャパシティー 4
9882052	ucdt	Sunderer Warning Horn
9917213	ucdt	Reduces the acquire timer of the Magrider by 720 seconds.
9961268	ucdt	Raven: オーラクシアムメダル
10016439	ucdt	Bomb Hood Ornament
10036557	ugdt	Cockpit: Cyan Metallic Decal
10039025	ucdt	アモキャパシティー 2
10206614	ucdt	Ursa: オーラクシアムメダル
10220348	ucdt	VS Gruff Voice Pack
10445747	ucdt	CQQC
10493090	ucdt	Wyrdwood Shillelagh: Auraxium Medal
10532064	ugdt	PS1 Hood Ornament
10583549	ucdt	Hubcaps 003 (DNT)
10626093	ugdt	Abandoned Amp Station
10678998	ucdt	<font color="#00FFAA">Safety Equipment</font> - One of the benefits of Esamir blowing up was the protective equipment and vehicle plating that came from it. We've got enough gear to do quick runs in and out of the energy vortex, but this is a big assignment, so we'll need enough protective equipment to continue operations for months.
10727597	ucdt	ホーン
10859176	ucdt	Concussion Grenade: オーラクシアムメダル
10897857	ucdt	不明なエラーが検出されました。
10916576	ucdt	クラシフィケーション
10974908	ucdt	Follow your waypoint.
11069320	ucdt	アウトフィットを解散
11125478	ucdt	装填されている弾薬の上限を6発増加させます。
11136766	ugdt	Rx1 (1x) - T-Dot
11205534	ugdt	"W" Hood Ornament
11338385	ucdt	The9 Placeholder
11422026	ugdt	Afterfire Rebreather Helmet
11507078	ucdt	Terran Republic (Friendly)
11535759	ucdt	Pulsar VS1
11551428	ucdt	武器の最大弾薬容量を600発増加させます。
11588918	ucdt	REQUESTS
11848663	ucdt	Galaxy Vehicle Decal
11917812	ucdt	リロードスピード 3
12236340	ugdt	Flash Pipe Organ Horn
12407691	ugdt	NSX Tengu
12475761	ucdt	あなたは現在、ファイアチームリーダーです!
12593078	ucdt	Caustic Smoke 4
12771382	ugdt	Phantom VA23
12839057	ucdt	VS Daredevil Voice Pack
12865932	ucdt	Windblown Armor Camo
12929569	ucdt	エンパイア ストレングス
12946961	ucdt	MINUTE
12967438	ucdt	アクティブにすると、5秒かけて乗物を15%修復します。乗物に火災が発生したときに動作した場合、直ちに消火します。22秒に1回使用できます。
13038543	ucdt	設定
13142877	ucdt	武器の最大弾薬容量を24発増加させます。
13234026	ucdt	武器の最大弾薬容量を12発増加させます。
13355389	ucdt	The Skull Helmetは、着用者に不快感を与えるほどの恐怖を引き起こします。VSのみ使用可能。
13363165	ucdt	Comic Book
13792876	ucdt	Enter Outfit Message...
13837614	ucdt	50メートル以内の乗物をキルすると、あなたまたは、あなたの乗物の弾薬を1メモリ分回復し、乗物の最大HPの10%を回復します。<font color="#dc9c36">乗物内で効果があります。</font>
13927811	ucdt	ナノウィーブアーマー 4
14071264	ucdt	Harbinger 5
14150532	ugdt	Light Wave Weapon Camo
14168072	ucdt	Quick Use
14252909	ucdt	Galaxy: Pine Forest
14286702	ucdt	G40-F Rangerはアンチエアーフラックキャノンです。高い仰角範囲を持ち、敵の航空機の近くで炸裂する40mmのフラック弾を発射します。この武器はすべての帝国で使用可能。
14342849	ucdt	近接武器を使用している間に敵を倒すと、250HP回復します。この効果はクイックメレーでは発動しません。
14433228	ucdt	ナナイトブースト - 30分
14465903	ugdt	Gladius
14522607	ucdt	Onatha Satellite A Spawn
14551584	ugdt	Modus Helmet
14552153	ucdt	ハラッサーの下にblue chassis lightsを追加します。TRのみ使用可能。
14762947	ucdt	<font color="#00FFAA">Representative Nalla:</font> やあ。運搬任務が恋しいよ。俺は採掘作業と採掘レーザーの受け渡ししかやれないからね。君が選んだ地上車両で道路を破壊する様を撮影してもいいかい？
14820257	ugdt	Dauntless Helmet 
14861919	ugdt	Loyal Soldier Camo
14897638	ugdt	Verdure Stripes
14936075	ucdt	Lucanus Helmet
14940602	ucdt	Cockpit: Pink Glass
14979495	ucdt	あなたのアーマーにCarbonation camoの迷彩を適用します。NCのみ使用可能。
15001163	ucdt	精錬された格納システムは武器の切り替えをより早くします。
15096864	ucdt	Artemis VX26
15326226	ugdt	Slicewire Weapon Camo
15335924	ucdt	Idle Timer 9
15351632	ugdt	ロデスターモジュール 2
15449551	ucdt	あなたの車両にデカールを適用します。NCのみ使用可能。
15672847	ucdt	プレシジョンボンバーエアフレーム
15707196	ucdn	
15743342	ucdt	あなたのアーマーにSplatter camoの迷彩を適用します。TRのみ使用可能。
15770477	ucdt	[*message*] あと [*time*]。
15837630	ucdt	REUSE
15902630	ugdt	Air Brake 1
15917805	ugdt	Stargazer Helmet
16038114	ucdt	Mosquito Roll Rate - Level 5
16104159	ucdt	Stripe Armor Camo
16136885	ucdt	Apply the single use Esamir Ice camo pattern to your vehicle. VS use only. Single use camo can only be applied to one loadout one time and must be used on this character.
16242309	ucdt	RAMS .50M: 銀メダル
16245389	ucdt	ENABLE 1-CLICK ITEM PURCHASE
16246512	ugdt	Solid Light Tan Camo
16303167	ucdt	Hubcaps VS004 (DNT)
16389272	ucdt	Epsilon Scout Helmet
16516292	ugdt	コンバットシャーシ
16526581	ugdt	Master Sgt. 3 Decal
16778736	ucdt	MAX以外のクラスで身に着けられます。NCのみ使用可能。
16938632	ucdt	あなたの車両にAmerish Forest v2 camoの迷彩を適用します。この迷彩はすべての帝国で使用可能。
17026904	ucdt	メイン武器をリロードするよりもピストルに切り替えたほうが速いです。
17173216	ucdt	Galaxy Holiday Elf Horn
17253394	ucdt	A duckbill choke causes pellets to spread in a wide, horizontal pattern.
17265748	ucdt	武器の最大弾薬容量を25発増加させます。
17294819	ucdt	NC Eagle Vehicle Decal
17311565	ucdt	Select
17473378	ucdt	Flash Cupid Horn
17549041	ucdt	Expert Launcher Banner
17587018	ucdt	マグライダーの下にcyan chassis lightsを追加します。VSのみ使用可能。
17590492	ucdt	Guardsman 2 Decal
17620477	ucdt	Additional composite plating to complement the look of your Engineer. VS use only.
17883473	ugdt	ロデスターモジュール 1
17904405	ucdt	Life Support System 1 Description (14050) (DNT)
17953461	ucdt	Rebirth
18043913	ucdt	Stiletto: オーラクシアムメダル
18059147	ucdt	Cygnus: 銅メダル
18187134	ucdt	DIGT Vehicle Decal
18314000	ugdt	サルベージ 5
18368059	ucdt	The [*faction*] has linked to the northwest warpgate +[*points*] VP!
18369188	ucdt	このバントルにはグレイブIPC、オービタルストライクアップリンク、レインフォースメントモジュールが含まれています。すべての帝国でアンロックされます。
18492427	ucdt	ガトリング砲、ヘビーマシンガン、小銃からのダメージが20%減少します。
18523361	ucdt	Will you truly allow yourself to lose?
18529533	ucdt	武器の最大弾薬容量を750発増加させます。
18536477	ucdt	Sergeant 1 Decal
18557678	ucdt	CAS 14-E: 銅メダル
18687921	ucdt	Engineer Armor
18731223	ucdt	v0.4.6
18811314	ucdt	Increases the top speed of the Magrider by 2 KPH.
18929381	ugdt	Reaver Glowing Yellow Glass Decal
19066050	ucdt	このサービスリボンは施設を防衛することで獲得できます。
19207156	ucdt	ナノアーマークローキング 2
19223297	ucdt	インプラントファウンドリーでは、現在所有していないランク1のインプラントを、ISO-4を使用して作成することができます。ISO-4はイベントとアラートの参加の報酬や、インプラントパックに含まれる重複したインプラントを分解することで手に入れることができます。
19243868	ucdt	Innova Placeholder Title 49 Description
19327711	ucdt	<font color="#00FFAA">Facilitator Campner:</font> Mission complete, operative. Once violence has ceased in your vicinity, your presence is needed to investigate heat signatures that are now marked on your map.
19339270	ucdt	Gold Sunderer Hood Ornamentを追加してあなたの地上車両をカスタマイズしよう。
19462964	ucdt	Adds chassis lights to the under carriage of the Chimera. NSO use only. <font color="#dc9c36">Color of light changes based on your current faction.</font>
19536949	ucdt	Praetor Umatherin is located on Sanctuary in the Vanu Sovereignty embassy off of the basement area.
19547341	ucdt	詳細なモデルに切り替わる距離と高品質のモデルが表示される距離を変更します。
19567075	ucdt	NSX Muramasa
19573567	ucdt	Kindredカービンは発射時に大口径の弾丸を一挙に発射し、瞬時にリズミカルな発射間隔に落ち着きます。TRのみ使用可能。
19594485	ucdt	良くない名前
19606686	ucdt	このコマンドはサポートされていません。 /[*command*]
19723789	ucdt	<font color="#00FFAA">FL-34:</font> We need you to collect schematics from a couple of enemy facilities. Ideally during a skirmish as to avoid drawing additional attention, but I'll leave the details up to you.
19860663	ucdt	Conduit stolen by %0
19955469	ucdt	Increases total Concussion Grenade capacity
20038202	ucdt	リロードスピード 1
20066131	ucdt	Reaver Glowing Blue Glass Decal
20072115	ucdt	この帝国固有のNanite System製 HS/NVスコープは倍率機能はありませんが、近くにいる敵を見やすくします。
20152766	ucdt	Single Use Pine Forest Weapon Camo
20181099	ucdt	NC-9 A-Tross: リボン
20287522	ucdt	M2 Mutilator (右手)
20458171	ucdt	マジで、これはヤバいセールだって!
20469087	ucdt	あなたの近くにプレイヤーはいません。
20469931	ucdt	Lightning Lumifiber Trim 3
20622791	ugdt	コバートドロップ 4
20649913	ucdt	The President: リボン
20663112	ucdt	Further reduces the reuse timer of the EMP Spiker.
20707009	ucdt	Meteor: 金メダル
20775581	ucdt	10% 経験値ブースト
20794311	ucdt	E
20800707	ucdt	Celebrate the new year with this vehicle horn!
20825818	ucdt	VOGU Armor Decal
20931694	ucdt	Equinox VE2: 銅メダル
20939405	ucdt	Indar Plateau
20992380	ucdt	ギャラクシー A30 Walker [トップ]
21217439	ucdt	Adds white chassis lights to the under carriage of the Sunderer.
21263459	ucdt	ゼロットオーバードライブエンジン 2
21322184	ucdt	PSA-01 Hammerhead AMR: 金メダル
21366556	ucdt	End of Summer Event
21458326	ucdt	分隊の招待は時間経過で無効になりました。
21483383	ucdt	ACQUIRE >
21535440	ucdt	Lets everyone around you know that a trip in your Galaxy is comperable to a luxury cruise.
21541810	ugdt	Legacy - Enhanced Targeting 2
21579138	ucdt	Alkali Storage
21598120	ucdt	Establish uplink to VS antenna.
21604125	ucdt	CRSEL
21851736	ucdt	The Wasp has been fitted with the ability to transport Cortium, as well as numerous performance improvements.
21852658	ucdt	Pulsar LSW: 銀メダル
21855711	ucdt	Anti Vehicle Grenade: 金メダル
21872050	ucdt	統合型蓄電池は、ほとんどのジャンプジェットの最大燃料値を40%増加させます。アンブッシャージャップジェットは20%回復が早くなります。
21879686	ugdt	Amerish Fieldplate
21918297	ucdt	Play Test - Saurva - VS
21972085	ucdt	ADMIN: Orbital Strike Gun
22228643	ucdt	Serviceman 1 Decal
22321427	ucdt	Clear the waters with a loud declaration before splashing in or emit a sonar ping while stalking your enemies below the waves. This horn plays different sounds when above or below the water. All factions can use this gear.
22396785	ucdt	アモキャパシティー 8
22441232	ucdt	P2-120 APは、装甲目標に対しては強いですが、他の榴弾と比べると爆風が小さく弾速が早い徹甲弾です。TRのみ使用可能。
22461335	ucdt	タンクマイン 2
22529979	ucdt	ギャラクシー M20 Drake [テール]
22596717	ucdt	アクティブにすると、5秒かけて乗物を25%修復します。乗物に火災が発生したときに動作した場合、直ちに消火します。55秒に1回使用できます。
22626718	ucdt	Billboard 3
22759069	ucdt	兵士
22809581	ucdt	アラート: ハイブシールドが攻撃を受けています。シールド強度は100%以下です。
22823094	ucdt	VE-A Lacertaと武器のすべてのアタッチメントをアンロックします。VSのみ使用可能。
22827089	ucdt	Sunderer Transport
23071606	ugdt	Neutral Angular Camo
23094985	ucdt	武器の最大弾薬容量を15発増加させます。
23174382	ucdt	Slayer: 銅メダル
23334549	ucdt	Striker AE
23351020	ucdt	このカスタマイズはコックピットガラスにYellow decalを追加します。NCのみ使用可能。
23480730	ucdt	v0.3.9
23508430	ucdt	Amerishのアウトポストの制圧ステータス
23547096	ugdt	Burger Tank
23554129	ucdt	MGR-A1 Vanquisher: Gold Medeal
23585010	ugdt	5000 ISO-4
23637006	ucdt	CLOSE RANGE AMBUSHER
23680351	ucdt	Tundra Camo
23713110	ucdt	Competitive Advantage
24052747	ucdt	NS-30 Vandal + サート
24099169	ucdt	Title: Kindly
24113681	ucdt	Lasher X2: 銅メダル
24120964	ucdt	When activated, a rapidly decaying shield mesh surrounds the soldier and absorbs up to 450 damage; power is recharged by 23% when the operating soldier kills an enemy. This shield passively recharges to full over 36 seconds.
24192718	ucdt	Join a Squad
24432722	ucdt	Searhus Small Outpost 5
24546631	ucdt	テンペスト サイフォン:
24575688	ucdt	//// TR Field Commander Welcome, Amerish.
24656946	ucdt	投げる
24916434	ucdt	Wall Hugger Camo
25082896	ucdt	NC spotted!
25096785	ucdt	A scenic cluster of tropical islands which have only recently been rediscovered. Oshur is defined by sandy beaches, dense jungles and cliff-top savannah. Unlike other continents, there are no Warpgates present among the islands, forcing each faction to bring a Flotilla of Exodus Fleet Carriers to bolster their war efforts.<br><br><font size="32">Mythological Etymology</font><br><br><ul><li>Major facilities on Oshur are named after icons of Philippine mythology: Anat, Anlabban, Bago, Binusilan, Dekat, Imbanon, Pilay, Sibo, and Sirinan</li></ul><br><font size="32">Geographical Features</font><br><br><ul><li>Shallow Waters: [PROCESSING]</li><li>Coral Reefs: [PROCESSING]</li></ul>
25141321	ugdt	High Stakes Vehicle Camo
25155014	ucdt	Black Stag Decal
25178703	ugdt	NC Stalwart Voice Pack
25220681	ugdt	1-3YE Helmet
25227965	ucdt	Shotgun Launcher Attachment Description
25461434	ugdt	Sleighbell Tire Trails
25499113	ucdt	この車両の運転手はサーバーから切断されました。
25664499	ucdt	あなたのハラッサーにDrifter style hubcapsを追加します。NCのみ使用可能。
25931792	ugdt	Signifer
25974313	ucdt	The Technological Superiority Pack
25988157	ucdt	Searhus.SO.1
26020253	ucdt	Squad Logistics System
26036868	ucdt	<font color="#00FFAA">Umatherin:</font> That was quite the detective work you did out there, acolyte. Perhaps not as action-packed as you're used to, but valuable none-the-less.
26053482	ugdt	Innova Placeholder Title 14
26113619	ugdt	Charger
26122902	ucdt	NS-60 Flamethrower: 銅メダル
26324002	ucdt	バウンシングベッティー: 銅メダル
26380568	ucdt	Ammunition Package: オーラクシアムメダル
26384072	ugdt	Lumine Edge
26467803	ucdt	タクティカルロードアウトスロット用に避雷針を解除します。 避雷針は<font color="#ACE1E5"><u>Campaign</u></font>を消費して供給されます。１回使用すると無くなります。最大１つまで補給できます。</font><br>デバイスを設置すると、付近の落雷を自身に吸収します。吸収された雷は自身のデバイス以外に被害を及ぼしません。一度に１つの避雷針のみ有効になります。<font color="#dc9c36"><br><br>キャンペーンの終わりにこのアイテムは消滅します。</font>
26506270	ugdt	Gold Smiley Face Hood Ornament
26601005	ugdt	Ironclad Weapon Camo
26631788	ucdt	Kill Vanu Sovereignty enemies
26642336	ucdt	Bruiser
26781616	ucdt	60mm: 金メダル
26781661	ugdt	Lt. Colonel
26788724	ugdt	Centauri Medic Armor
26855343	ucdt	Unlocked at Battle Rank 19
26857586	ucdt	装備ターミナルはクラスを変更するために使用します。
装備ターミナルにアクセスして、メニューから使用するクラスを選択します。
そのクラスに変更するには、装備ボタンをクリックしてください。
26904912	ucdt	The NS Patriot Flare Gunは、あらゆる形と色のフレアを発射します。この武器はすべての帝国で使用可能。
26918898	ucdt	Sunderer Excalibur Rims
27058421	ucdt	リーバーにLumifiber Trimを追加します。NCのみ使用可能。
27487580	ucdt	Woven Web Armor Camo
27503207	ucdt	Guppy
27569131	ugdt	Lt. Commander 3 Decal
27573659	ucdt	FEATURED ITEM
27579189	ucdt	Intel Bundle
27587516	ucdt	Decal of Japan Vanu Sovereignty Guardians
27589011	ucdt	M77-B: 銀メダル
27716972	ugdt	リロードスピード 3
27870553	ugdt	称号: Bounty Hunter
27900811	ucdt	カメレオンモジュール
27942056	ucdt	近接武器で敵を倒すと体力が250回復します。この効果はクイックメレーでは発動しません。
27948694	ucdt	アモキャパシティー 3
28166130	ucdt	Blueshift: 銀メダル
28266309	ucdt	Flying Vehicles
28294374	ucdt	ジョインコンバットタイマーのスイッチ
28352220	ucdt	5秒間で8.33%のHPが回復します。ダメージを受けた場合8秒間無効になります。
28436706	ucdt	TRのロゴを飾った祭りの赤い帽子。<br><font color="#2af72a">着用したとき+XP50%</font><br><font color="#FF0000">このアイテムは、冬のホリデーシーズンのみ使用可能。</font>
28555222	ucdt	装填されている弾薬の上限を15発増加させます。
28851023	ucdt	<font color="#00FFAA">Hadley:</font> I don't see any damage, just graffiti. Enabling the diagnostics system should show us anything in need of manual repairs.
28871811	ucdt	ターボ燃料の再生速度を改良します。空の燃料タンクは22.5秒で完全に補充されます。
29013835	ugdt	Brigadier
29338155	ugdt	Recon Guard
29443278	ucdt	Chrome Pistol Hood Ornamentを追加してあなたの地上車両をカスタマイズしよう。NCのみ使用可能。
29531896	ucdt	あなたのアーマーにデカールを適用します。NCのみ使用可能。
29555704	ucdt	Dark Wave
29589979	ucdt	武器の最大弾薬容量を600発増加させます。
29622779	ucdt	SR-200: リボン
29757664	ugdt	Dark Digital Weapon Camo
29781970	ucdt	ユーザー名'[*target*]'は見つかりません。
29784673	ucdt	Snowflake Hood Ornament
29843708	ugdt	Gold Carapace Plating
29907536	ucdt	Allows use of various weapon attachments
30003759	ucdt	Esamir: Cap and Hold
30044864	ucdt	武器の最大弾薬容量を210発増加させます。
30073334	ucdt	Cockpit: Slate Blue Decal
30161910	ucdt	武器の最大弾薬容量を720発増加させます。
30235731	ucdt	車両の召喚には資源を使う。
30313273	ucdt	This customization adds a decal to your amor. Usable by all factions.
30536640	ucdt	Speak with Archivist Dolan again
30560964	ucdt	Gear Blitz Vehicle Decal
30765222	ucdt	Liberator Razor Fins
30802801	ucdt	武器の最大弾薬容量を21発増加させます。
30926702	ucdt	弾薬プリンター
30953560	ucdt	MANA対人タレット: オーラクシアムメダル
30999365	ucdt	武器の最大弾薬容量を300発増加させます。
31016306	ucdt	ジャベリンのドリフトとスライド性能が向上します。
31058667	ucdt	レジストシールド 4
31066987	ucdt	Conquer Indar
31304622	ucdt	Phoenix AE: オーラクシアムメダル
31357571	ucdt	Mosquito Vertical Thrust - Level 4
31381705	ucdt	6th Anniversary Horn
31644864	ucdt	The Season of Love has begun!
31737292	ucdt	Available through July 27
31749292	ucdt	Apply the single use Amerish Forest v2 camo pattern to your weapon. TR use only. Single use camo can only be applied to one loadout one time and must be used on this character.
31768226	ucdt	VS - Auto-Pistol - Mid - V3 Description(Delete Me -BB)
31807863	ucdt	航空機の旋回速度が上昇します。
31831828	ugdt	Scythe Darkstar Plating
32368168	ucdt	Playtest Biolab TR
32371236	ucdt	Flare VE6: 銀メダル
32498109	ucdt	Auraximas 2019
32498577	ucdt	Impossibly good sales, you say?  Nothing's impossible when you're Nanite Ned.
32616132	ucdt	Deploy a temporary jump booster onto the battlefield for 30 seconds. Allies near the booster have greatly increased jump height.<br><br><font color="#dc9c36">Single use consumable. Carry up to 2 on the field between resupplies. This item expires at the end of the Campaign.</font>
32752637	ucdt	Increases outfit resource contributions for 1 Day. Boost can only be used on this character.
32769396	ugdt	グレネードバンドラー 3
32882379	ucdt	あなたの車両にHoneycomb camoの迷彩を適用します。NCのみ使用可能。
32929276	ucdt	4x Scope Attachment 01 description
33184855	ucdt	10秒間戦闘してない時、毎秒35HPずつ回復します。
33230082	ugdt	Mosquito Holiday Sleigh Bells Horn
33295072	ucdt	タンクマインからのダメージを55%軽減します。
33379107	ucdt	OEM_AUTO
33409859	ucdt	Auraxis has been at war for longer than most can remember, allowing soldiers to take for granted technology that wasn't available in the earliest days of the conflict. Prior to the rebirthing matrix, death was final. And those who fell on Oshur during the evacuation have been left alone for longer than they deserve. It's time to bring them home.
33488138	ugdt	Valkyrie Cyan Lumifiber Digital Trim
33673405	ucdt	Sungrey Main Spawn Room
33758739	ucdt	Equip the Lightning Arrester
